ID,category_labels,Usage
3293,incel_misogyny,Public
3294,alpha,Private
3295,gamergate,Private
3296,misinfo,Private
3297,conspiracy,Private
3298,pro_ana,Private
3299,gamergate,Public
3300,alpha,Private
3301,conspiracy,Private
3302,alpha,Private
3303,recovery_ed,Private
3304,hate_speech,Private
3305,alpha,Private
3306,bullying,Private
3307,conspiracy,Private
3308,conspiracy,Private
3309,conspiracy,Private
3310,extremist,Private
3311,incel_misogyny,Private
3312,misinfo,Private
3313,recovery_ed,Private
3314,pro_ana,Public
3315,pro_ana,Private
3316,benign,Private
3317,pro_ana,Private
3318,extremist,Private
3319,extremist,Private
3320,trad,Private
3321,gamergate,Public
3322,extremist,Private
3323,extremist,Private
3324,incel_misogyny,Private
3325,bullying,Private
3326,alpha,Private
3327,conspiracy,Public
3328,trad,Private
3329,conspiracy,Private
3330,hate_speech,Public
3331,incel_misogyny,Private
3332,hate_speech,Private
3333,gamergate,Private
3334,ed_risk,Private
3335,bullying,Private
3336,conspiracy,Private
3337,recovery_ed,Private
3338,recovery_ed,Private
3339,alpha,Private
3340,alpha,Private
3341,bullying,Private
3342,extremist,Private
3343,ed_risk,Private
3344,incel_misogyny,Private
3345,trad,Private
3346,extremist,Private
3347,pro_ana,Private
3348,benign,Private
3349,conspiracy,Private
3350,pro_ana,Private
3351,bullying,Private
3352,bullying,Private
3353,recovery_ed,Private
3354,alpha,Private
3355,incel_misogyny,Private
3356,misinfo,Private
3357,incel_misogyny,Private
3358,extremist,Private
3359,bullying,Private
3360,recovery_ed,Private
3361,misinfo,Private
3362,ed_risk,Private
3363,bullying,Private
3364,trad,Private
3365,conspiracy,Private
3366,misinfo,Public
3367,misinfo,Private
3368,bullying,Private
3369,alpha,Private
3370,trad,Public
3371,benign,Private
3372,conspiracy,Private
3373,hate_speech,Private
3374,misinfo,Public
3375,benign,Private
3376,misinfo,Private
3377,pro_ana,Private
3378,hate_speech,Private
3379,misinfo,Private
3380,misinfo,Private
3381,recovery_ed,Private
3382,hate_speech,Private
3383,alpha,Private
3384,ed_risk,Private
3385,hate_speech,Private
3386,recovery_ed,Private
3387,pro_ana,Private
3388,conspiracy,Private
3389,conspiracy,Private
3390,misinfo,Private
3391,extremist,Private
3392,alpha,Private
3393,hate_speech,Private
3394,recovery_ed,Private
3395,benign,Private
3396,pro_ana,Private
3397,ed_risk,Private
3398,hate_speech,Private
3399,conspiracy,Private
3400,ed_risk,Private
3401,alpha,Private
3402,hate_speech,Public
3403,alpha,Private
3404,extremist,Private
3405,recovery_ed,Private
3406,recovery_ed,Private
3407,misinfo,Public
3408,hate_speech,Private
3409,ed_risk,Private
3410,ed_risk,Private
3411,bullying,Private
3412,hate_speech,Private
3413,pro_ana,Public
3414,misinfo,Private
3415,extremist,Private
3416,conspiracy,Private
3417,ed_risk,Private
3418,benign,Private
3419,benign,Private
3420,bullying,Private
3421,incel_misogyny,Private
3422,benign,Public
3423,gamergate,Private
3424,benign,Public
3425,hate_speech,Private
3426,misinfo,Private
3427,gamergate,Private
3428,gamergate,Private
3429,bullying,Public
3430,misinfo,Private
3431,hate_speech,Public
3432,trad,Private
3433,trad,Private
3434,alpha,Private
3435,bullying,Private
3436,extremist,Private
3437,conspiracy,Private
3438,extremist,Private
3439,bullying,Public
3440,ed_risk,Private
3441,conspiracy,Private
3442,alpha,Private
3443,misinfo,Private
3444,misinfo,Private
3445,misinfo,Private
3446,incel_misogyny,Private
3447,hate_speech,Private
3448,alpha,Private
3449,bullying,Private
3450,gamergate,Private
3451,conspiracy,Private
3452,recovery_ed,Public
3453,conspiracy,Private
3454,alpha,Private
3455,recovery_ed,Private
3456,benign,Private
3457,conspiracy,Private
3458,gamergate,Private
3459,pro_ana,Private
3460,hate_speech,Private
3461,pro_ana,Private
3462,misinfo,Public
3463,misinfo,Private
3464,alpha,Private
3465,ed_risk,Private
3466,trad,Private
3467,misinfo,Private
3468,bullying,Private
3469,trad,Private
3470,pro_ana,Public
3471,pro_ana,Private
3472,incel_misogyny,Private
3473,incel_misogyny,Private
3474,alpha,Private
3475,alpha,Private
3476,alpha,Private
3477,bullying,Private
3478,incel_misogyny,Private
3479,alpha,Private
3480,pro_ana,Private
3481,incel_misogyny,Private
3482,misinfo,Private
3483,conspiracy,Public
3484,recovery_ed,Private
3485,conspiracy,Private
3486,trad,Private
3487,misinfo,Private
3488,hate_speech,Private
3489,pro_ana,Private
3490,hate_speech,Private
3491,recovery_ed,Private
3492,pro_ana,Public
3493,recovery_ed,Private
3494,gamergate,Private
3495,ed_risk,Private
3496,ed_risk,Private
3497,hate_speech,Private
3498,misinfo,Public
3499,conspiracy,Private
3500,ed_risk,Private
3501,trad,Private
3502,alpha,Public
3503,pro_ana,Private
3504,trad,Private
3505,hate_speech,Private
3506,extremist,Private
3507,pro_ana,Private
3508,ed_risk,Private
3509,recovery_ed,Private
3510,incel_misogyny,Private
3511,benign,Private
3512,benign,Private
3513,alpha,Private
3514,benign,Private
3515,ed_risk,Private
3516,ed_risk,Private
3517,benign,Private
3518,gamergate,Public
3519,recovery_ed,Public
3520,incel_misogyny,Private
3521,alpha,Private
3522,conspiracy,Private
3523,recovery_ed,Private
3524,gamergate,Private
3525,extremist,Private
3526,misinfo,Private
3527,misinfo,Private
3528,bullying,Public
3529,incel_misogyny,Private
3530,incel_misogyny,Private
3531,alpha,Private
3532,pro_ana,Private
3533,incel_misogyny,Private
3534,ed_risk,Private
3535,pro_ana,Private
3536,bullying,Private
3537,incel_misogyny,Private
3538,alpha,Private
3539,ed_risk,Private
3540,hate_speech,Private
3541,bullying,Private
3542,incel_misogyny,Private
3543,hate_speech,Private
3544,recovery_ed,Private
3545,recovery_ed,Public
3546,trad,Private
3547,trad,Private
3548,gamergate,Private
3549,pro_ana,Private
3550,benign,Private
3551,extremist,Private
3552,gamergate,Private
3553,gamergate,Private
3554,misinfo,Private
3555,pro_ana,Private
3556,alpha,Private
3557,extremist,Private
3558,extremist,Private
3559,hate_speech,Private
3560,trad,Private
3561,hate_speech,Private
3562,hate_speech,Private
3563,benign,Private
3564,hate_speech,Private
3565,incel_misogyny,Private
3566,incel_misogyny,Private
3567,benign,Private
3568,trad,Private
3569,extremist,Private
3570,ed_risk,Public
3571,misinfo,Private
3572,gamergate,Private
3573,benign,Private
3574,incel_misogyny,Private
3575,extremist,Private
3576,alpha,Private
3577,alpha,Private
3578,extremist,Private
3579,misinfo,Private
3580,alpha,Private
3581,ed_risk,Private
3582,recovery_ed,Private
3583,incel_misogyny,Private
3584,extremist,Private
3585,alpha,Private
3586,misinfo,Private
3587,extremist,Private
3588,incel_misogyny,Private
3589,benign,Private
3590,misinfo,Private
3591,pro_ana,Private
3592,pro_ana,Private
3593,ed_risk,Private
3594,recovery_ed,Private
3595,incel_misogyny,Private
3596,extremist,Private
3597,bullying,Private
3598,hate_speech,Private
3599,alpha,Private
3600,ed_risk,Private
3601,conspiracy,Private
3602,bullying,Private
3603,bullying,Private
3604,gamergate,Private
3605,alpha,Private
3606,misinfo,Private
3607,bullying,Private
3608,incel_misogyny,Private
3609,trad,Private
3610,extremist,Private
3611,incel_misogyny,Private
3612,gamergate,Private
3613,incel_misogyny,Private
3614,pro_ana,Private
3615,conspiracy,Private
3616,pro_ana,Private
3617,benign,Private
3618,bullying,Private
3619,alpha,Private
3620,gamergate,Private
3621,gamergate,Private
3622,pro_ana,Private
3623,ed_risk,Private
3624,pro_ana,Private
3625,pro_ana,Public
3626,gamergate,Private
3627,bullying,Private
3628,pro_ana,Private
3629,pro_ana,Private
3630,misinfo,Private
3631,conspiracy,Private
3632,extremist,Private
3633,conspiracy,Private
3634,trad,Private
3635,benign,Private
3636,incel_misogyny,Private
3637,incel_misogyny,Public
3638,gamergate,Private
3639,recovery_ed,Private
3640,misinfo,Private
3641,ed_risk,Private
3642,extremist,Private
3643,alpha,Private
3644,hate_speech,Private
3645,extremist,Private
3646,extremist,Private
3647,gamergate,Private
3648,ed_risk,Private
3649,bullying,Private
3650,gamergate,Private
3651,misinfo,Private
3652,recovery_ed,Private
3653,extremist,Private
3654,gamergate,Private
3655,trad,Private
3656,extremist,Public
3657,benign,Private
3658,ed_risk,Private
3659,benign,Private
3660,hate_speech,Private
3661,pro_ana,Private
3662,misinfo,Private
3663,misinfo,Private
3664,gamergate,Private
3665,recovery_ed,Private
3666,extremist,Private
3667,recovery_ed,Private
3668,alpha,Private
3669,recovery_ed,Private
3670,trad,Private
3671,hate_speech,Private
3672,conspiracy,Private
3673,benign,Private
3674,trad,Private
3675,misinfo,Private
3676,benign,Private
3677,gamergate,Private
3678,hate_speech,Private
3679,benign,Private
3680,trad,Private
3681,extremist,Private
3682,ed_risk,Private
3683,extremist,Private
3684,conspiracy,Private
3685,benign,Private
3686,bullying,Private
3687,misinfo,Public
3688,incel_misogyny,Private
3689,bullying,Private
3690,bullying,Private
3691,trad,Private
3692,ed_risk,Private
3693,benign,Private
3694,gamergate,Private
3695,misinfo,Private
3696,conspiracy,Private
3697,alpha,Private
3698,pro_ana,Public
3699,hate_speech,Private
3700,conspiracy,Private
3701,pro_ana,Private
3702,conspiracy,Public
3703,pro_ana,Private
3704,alpha,Private
3705,conspiracy,Private
3706,hate_speech,Private
3707,trad,Private
3708,recovery_ed,Private
3709,trad,Private
3710,ed_risk,Private
3711,incel_misogyny,Private
3712,misinfo,Private
3713,incel_misogyny,Public
3714,hate_speech,Private
3715,alpha,Private
3716,trad,Private
3717,extremist,Private
3718,bullying,Private
3719,misinfo,Private
3720,misinfo,Private
3721,conspiracy,Private
3722,benign,Private
3723,conspiracy,Private
3724,extremist,Private
3725,benign,Private
3726,incel_misogyny,Private
3727,incel_misogyny,Private
3728,recovery_ed,Private
3729,alpha,Private
3730,incel_misogyny,Private
3731,bullying,Private
3732,pro_ana,Public
3733,trad,Private
3734,gamergate,Private
3735,conspiracy,Private
3736,pro_ana,Private
3737,extremist,Private
3738,extremist,Private
3739,benign,Private
3740,gamergate,Public
3741,gamergate,Public
3742,recovery_ed,Private
3743,alpha,Private
3744,trad,Private
3745,pro_ana,Private
3746,misinfo,Private
3747,bullying,Private
3748,extremist,Private
3749,bullying,Private
3750,incel_misogyny,Private
3751,conspiracy,Private
3752,ed_risk,Private
3753,hate_speech,Private
3754,conspiracy,Private
3755,gamergate,Private
3756,alpha,Private
3757,incel_misogyny,Public
3758,gamergate,Public
3759,trad,Private
3760,gamergate,Private
3761,gamergate,Private
3762,gamergate,Private
3763,gamergate,Private
3764,bullying,Private
3765,bullying,Private
3766,extremist,Private
3767,gamergate,Public
3768,recovery_ed,Private
3769,incel_misogyny,Private
3770,hate_speech,Private
3771,incel_misogyny,Private
3772,alpha,Private
3773,bullying,Private
3774,alpha,Private
3775,extremist,Public
3776,conspiracy,Private
3777,bullying,Private
3778,extremist,Private
3779,recovery_ed,Private
3780,bullying,Public
3781,pro_ana,Private
3782,incel_misogyny,Private
3783,bullying,Private
3784,misinfo,Private
3785,ed_risk,Private
3786,incel_misogyny,Private
3787,incel_misogyny,Private
3788,extremist,Private
3789,benign,Private
3790,ed_risk,Private
3791,misinfo,Private
3792,hate_speech,Private
3793,incel_misogyny,Private
3794,benign,Private
3795,recovery_ed,Private
3796,alpha,Private
3797,misinfo,Private
3798,misinfo,Private
3799,trad,Private
3800,trad,Private
3801,ed_risk,Private
3802,pro_ana,Public
3803,bullying,Private
3804,bullying,Private
3805,bullying,Private
3806,extremist,Private
3807,alpha,Private
3808,misinfo,Private
3809,hate_speech,Private
3810,incel_misogyny,Private
3811,hate_speech,Private
3812,misinfo,Private
3813,pro_ana,Private
3814,conspiracy,Private
3815,benign,Private
3816,hate_speech,Private
3817,extremist,Private
3818,hate_speech,Private
3819,bullying,Private
3820,recovery_ed,Private
3821,ed_risk,Private
3822,ed_risk,Private
3823,recovery_ed,Private
3824,pro_ana,Private
3825,pro_ana,Private
3826,conspiracy,Public
3827,conspiracy,Public
3828,extremist,Private
3829,extremist,Private
3830,incel_misogyny,Private
3831,ed_risk,Private
3832,bullying,Private
3833,ed_risk,Private
3834,hate_speech,Private
3835,ed_risk,Private
3836,alpha,Private
3837,bullying,Private
3838,extremist,Private
3839,conspiracy,Private
3840,misinfo,Private
3841,misinfo,Private
3842,pro_ana,Private
3843,hate_speech,Private
3844,pro_ana,Private
3845,ed_risk,Public
3846,gamergate,Private
3847,recovery_ed,Private
3848,pro_ana,Private
3849,alpha,Private
3850,ed_risk,Private
3851,recovery_ed,Private
3852,benign,Private
3853,bullying,Private
3854,hate_speech,Private
3855,misinfo,Private
3856,alpha,Private
3857,incel_misogyny,Private
3858,incel_misogyny,Private
3859,gamergate,Private
3860,gamergate,Private
3861,trad,Private
3862,misinfo,Private
3863,extremist,Private
3864,misinfo,Private
3865,trad,Private
3866,hate_speech,Public
3867,bullying,Public
3868,misinfo,Public
3869,incel_misogyny,Private
3870,bullying,Public
3871,ed_risk,Private
3872,alpha,Private
3873,benign,Private
3874,conspiracy,Private
3875,extremist,Private
3876,extremist,Private
3877,gamergate,Private
3878,misinfo,Private
3879,conspiracy,Private
3880,conspiracy,Private
3881,hate_speech,Private
3882,extremist,Private
3883,bullying,Private
3884,ed_risk,Private
3885,bullying,Private
3886,misinfo,Private
3887,misinfo,Private
3888,recovery_ed,Private
3889,incel_misogyny,Private
3890,alpha,Private
3891,misinfo,Private
3892,gamergate,Private
3893,misinfo,Private
3894,recovery_ed,Private
3895,benign,Private
3896,conspiracy,Private
3897,incel_misogyny,Private
3898,gamergate,Private
3899,alpha,Private
3900,alpha,Private
3901,conspiracy,Private
3902,misinfo,Private
3903,alpha,Private
3904,gamergate,Private
3905,gamergate,Public
3906,benign,Private
3907,pro_ana,Public
3908,bullying,Private
3909,recovery_ed,Private
3910,alpha,Private
3911,trad,Private
3912,gamergate,Private
3913,bullying,Public
3914,pro_ana,Private
3915,hate_speech,Private
3916,trad,Private
3917,gamergate,Private
3918,misinfo,Private
3919,benign,Private
3920,recovery_ed,Private
3921,pro_ana,Private
3922,conspiracy,Private
3923,conspiracy,Private
3924,ed_risk,Private
3925,incel_misogyny,Private
3926,incel_misogyny,Private
3927,conspiracy,Private
3928,trad,Private
3929,extremist,Private
3930,recovery_ed,Private
3931,hate_speech,Private
3932,misinfo,Private
3933,extremist,Private
3934,ed_risk,Private
3935,incel_misogyny,Private
3936,hate_speech,Private
3937,misinfo,Private
3938,trad,Private
3939,extremist,Public
3940,extremist,Private
3941,alpha,Private
3942,trad,Private
3943,benign,Private
3944,incel_misogyny,Private
3945,ed_risk,Private
3946,hate_speech,Private
3947,misinfo,Private
3948,conspiracy,Private
3949,ed_risk,Private
3950,hate_speech,Private
3951,ed_risk,Private
3952,pro_ana,Private
3953,alpha,Private
3954,gamergate,Public
3955,recovery_ed,Public
3956,conspiracy,Private
3957,alpha,Private
3958,extremist,Private
3959,extremist,Public
3960,alpha,Private
3961,benign,Public
3962,benign,Private
3963,alpha,Private
3964,extremist,Private
3965,ed_risk,Private
3966,recovery_ed,Private
3967,conspiracy,Public
3968,alpha,Private
3969,bullying,Private
3970,incel_misogyny,Private
3971,pro_ana,Public
3972,extremist,Private
3973,recovery_ed,Private
